100
20
2	2	2	74	0	0	0	0	0	0	82	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	71	71	71	71	71	71	71	71	2	2	6	7	2	2	2	7	6	2	2	2	2	2	2	2	2	2	2	2	2	2	74	24	24	24	24	24	24	24	24	24	24	24	24	24	24	44	73	2	2	2
2	2	2	74	8	8	0	0	0	0	11	73	2	2	2	2	2	6	2	2	71	71	71	71	71	71	71	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	74	24	46	24	24	24	24	46	24	71	71	71	71	71	71	71	71	71	71	2	2	2	2	2	2	2	2	2	2	2	2	74	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	73	2	2	2
2	2	4	80	80	80	81	0	0	0	0	83	2	2	74	71	71	71	71	71	71	24	24	24	24	24	24	71	71	71	2	2	2	7	6	2	2	2	7	6	2	2	2	2	2	2	2	71	71	71	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	73	2	2	2	2	2	2	2	2	2	2	2	2	74	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	73	2	6	2
2	2	74	0	0	0	0	0	0	0	0	73	2	2	74	24	24	24	24	24	24	64	65	66	24	24	24	24	46	24	71	71	71	71	2	2	2	2	2	2	2	2	2	2	2	2	74	40	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	73	2	2	2	2	2	7	2	2	2	2	2	2	74	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	73	7	2	7
2	2	4	80	80	80	80	80	81	0	0	12	71	40	46	24	58	59	60	24	24	24	24	76	77	78	24	24	24	24	24	46	24	73	2	2	2	2	2	2	2	2	2	2	2	2	74	41	24	24	24	76	77	77	77	77	77	77	77	77	77	78	24	24	76	77	78	73	2	2	6	2	2	7	6	2	2	7	2	2	74	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	73	2	2	2
7	16	25	0	0	0	0	0	0	0	0	0	20	41	24	24	61	62	63	24	24	24	24	73	2	74	24	24	24	24	24	24	24	73	2	2	7	6	2	2	2	2	2	2	2	2	74	24	24	24	24	73	2	2	2	2	2	2	2	2	2	74	24	24	73	2	2	2	2	2	7	2	2	2	2	2	7	2	2	2	74	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	71	71	71	71
2	74	0	0	0	0	0	0	0	0	0	0	20	38	24	24	24	24	64	65	66	24	77	73	7	74	76	77	78	24	24	24	24	73	2	2	2	2	71	71	71	71	71	71	71	71	71	24	24	24	24	73	2	2	2	2	2	2	2	2	2	74	24	24	73	2	2	2	2	2	2	6	2	2	2	2	2	2	2	2	74	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	46
2	74	0	0	0	0	0	0	0	0	8	0	76	77	24	24	24	24	24	24	24	24	73	2	74	24	24	24	24	24	24	24	76	73	71	71	71	71	46	24	24	24	24	24	24	24	24	24	24	24	77	73	2	2	2	2	2	7	2	2	2	74	24	24	73	2	7	2	7	2	2	2	2	2	2	2	2	2	2	2	74	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24
7	74	0	0	0	0	0	0	9	0	76	77	73	2	76	77	24	24	24	24	76	77	73	2	74	24	24	24	24	24	76	77	73	73	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	76	73	2	2	2	2	2	2	6	2	2	2	74	24	24	73	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	74	24	24	24	24	24	24	24	24	24	24	76	77	77	77	77	77	77	77	78
2	74	0	0	0	0	0	0	76	77	73	2	2	2	2	74	76	66	24	24	73	2	2	2	74	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	73	2	2	2	2	2	6	2	2	2	2	2	74	24	24	73	2	2	2	7	2	2	2	2	2	2	2	2	6	2	2	74	24	24	24	24	24	24	24	24	24	24	73	2	2	2	2	2	2	2	2
2	74	9	0	0	8	0	0	73	2	2	2	2	2	2	2	74	76	77	77	2	2	2	2	74	24	24	24	24	24	24	24	24	24	24	24	24	76	77	78	24	24	24	76	77	78	24	24	24	73	2	6	2	2	2	2	2	2	2	2	2	74	24	24	73	2	2	2	2	2	2	2	2	2	7	2	2	2	2	2	74	24	24	24	24	24	24	24	24	24	24	73	2	2	2	2	2	2	2	2
2	74	76	77	77	77	77	78	73	2	2	2	7	2	2	2	2	2	2	2	2	7	2	2	74	76	77	77	77	77	77	77	77	77	77	77	78	73	2	74	76	77	78	73	2	74	76	77	78	73	2	2	2	2	7	2	2	2	2	2	2	74	24	24	73	2	7	2	2	2	2	2	2	2	2	2	2	2	2	2	74	24	24	24	24	24	24	24	76	77	78	73	7	2	2	2	2	2	2	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	74	24	24	73	7	2	2	71	71	71	71	71	71	71	71	71	71	73	2	74	24	24	24	24	24	24	24	73	2	2	2	2	2	2	2	2	2	2	2
2	2	2	6	2	2	2	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	74	24	24	73	71	71	71	71	24	24	24	24	24	24	24	24	44	73	2	74	24	24	24	24	24	24	24	73	2	2	2	2	2	2	2	2	2	2	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	74	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	71	71	71	24	24	24	24	24	76	77	73	2	6	2	6	7	2	2	2	2	2	2
2	2	6	2	2	6	6	2	2	2	2	2	2	2	2	7	7	2	2	2	2	2	2	2	6	2	2	7	7	2	2	2	2	2	2	2	2	2	2	2	2	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	2	2	74	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	73	2	2	2	2	2	2	2	2	2	2	2	2	2
2	2	2	2	2	7	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	74	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	73	2	7	7	2	2	2	2	2	2	2	2	2	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	2	2	2	74	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	76	77	77	77	77	77	77	78	73	2	2	2	2	2	2	2	2	2	2	2	2	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	74	76	77	77	77	77	77	77	77	77	77	77	77	78	24	24	24	73	2	2	2	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	74	24	24	24	73	2	2	2	2	2	2	7	2	2	2	2	2	2	2	2	2	2	2	2	2	2
